0,MALE,Round-neck T-shirt Regular Fit,"lp2.hm.com/hmgoepprod?set=source[/d8/12/d812412329a628300624e1661969be84286fe637.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",Rs.399,old,121
1,MALE,Round-neck T-shirt Regular Fit,"lp2.hm.com/hmgoepprod?set=source[/2d/ef/2deff3457f9fe4ae80d4067a911589de047fa042.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]",Rs.399,old,162
2,MALE,T-shirt with a motif,"lp2.hm.com/hmgoepprod?set=source[/1d/08/1d08a141515f4f0319ecc5d75230dcbd6325977d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]",Rs.799,old,291
3,MALE,3-pack Regular Fit Polo shirts,"lp2.hm.com/hmgoepprod?set=source[/98/7d/987daeb1d16e824fa87cf197b26771a79acb1854.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]","Rs.1,999",old,334
4,MALE,Printed T-shirt,"lp2.hm.com/hmgoepprod?set=source[/66/d0/66d0fac52e180b88822a86cd981a7978656f2b65.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]",Rs.599,new,243
5,MALE,3-pack T-shirts Slim Fit,"lp2.hm.com/hmgoepprod?set=source[/ab/60/ab600b99932bddedde3bbeeb997f9cae16bfeca8.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]","Rs.1,499",old,1278
6,MALE,Round-neck T-shirt Regular Fit,"lp2.hm.com/hmgoepprod?set=source[/ee/b2/eeb2604d496769701b620b7ff0cc6b67f26b3fca.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]",Rs.399,old,388
7,MALE,Round-neck T-shirt Regular Fit,"lp2.hm.com/hmgoepprod?set=source[/58/09/5809760b5e1943484403097b9c642a571bcf825d.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]",Rs.399,old,332
8,MALE,3-pack jersey tops Regular Fit,"lp2.hm.com/hmgoepprod?set=source[/34/4f/344f8df19359f80587755b067b543a80f8b582b9.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]","Rs.1,999",old,592
9,MALE,Round-neck T-shirt Regular Fit,"lp2.hm.com/hmgoepprod?set=source[/91/a0/91a050fbaecd1caba940f6adfc631fb84dbecccc.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]",Rs.399,old,193
